Primary_Language,GitHub_URL,Version
erlang,https://github.com/inaka/edis,aad89352f25a7f3737242ddc9bc913def75a517a
erlang,https://github.com/processone/ejabberd,47b17acbafd37ac423685f52c26839b33b856390
erlang,https://github.com/knutin/elli,d3a54c059c415b843e9ab27cb5ab134dc113262f
erlang,https://github.com/Eonblast/Emysql,c7e2103f8b737667f0128802e8de2f0d5ed2fa5c
erlang,https://github.com/basho/erlang_protobuffs,cf169c3f1b5f0fe6e0ff9affada7220f0248d381
erlang,https://github.com/gleber/erlcloud,f10414de77d9f5e24e20f9f6f58a7c1124fab98a
erlang,https://github.com/boundary/folsom,8914823067c623d2839ecd6d17785ba94ad004c8
erlang,https://github.com/couchbase/geocouch,bd7db4f1274ce17db3db358bb676bf9a641a4439
erlang,https://github.com/benoitc/hackney,2f6ca652f9a6c0b3cf14a4fd6d466e1fa12c0952
erlang,https://github.com/erlware/joxa,1bff74488b4a9978834ec380463d94495c5c5ccc
erlang,https://github.com/talentdeficit/jsx,991d668578c2440eb33a49e0744a5ff700a452ad
erlang,https://github.com/2600hz/kazoo,e99c1f7e418e159c815c17911e89f516323d54ee
erlang,https://github.com/basho/lager,4d2ec8c701e1fa2d386f92f2b83b23faf8608ac3
erlang,https://github.com/rvirding/lfe,d2fc1445586ccddd9b4dae6343296cacf63d2b5b
erlang,https://github.com/heroku/logplex,0e939c295c3c6f77cfed06a0da763de7e48cb51d
erlang,https://github.com/eproxus/meck,0845277398b8326f9dddddd9fc3cf73467ba6877
erlang,https://github.com/ostinelli/misultin,b9fe3125cf17f4415a6d7fc60642b670f5e18eb8
erlang,https://github.com/mochi/mochiweb,bd6ae7cbb371666a1f68115056f7b30d13765782
erlang,https://github.com/5HT/n2o,5f4a1d4e2f23d8d9605027de9e91dd74ad962302
erlang,https://github.com/nitrogen/nitrogen,1fe943ad0a07c67f7f8a839315c33871100ea037
erlang,https://github.com/erlang/otp,7dc9eefa341fbfae0ebc55a88b96a375c611e3a4
erlang,https://github.com/manopapad/proper,420c40dce61c5a0edd2e2dd7e72b7695e186b6a9
erlang,https://github.com/rabbitmq/rabbitmq-server,4f4c88ec03f44488a26935c8bfa4c7beaf0e23b5
erlang,https://github.com/basho/rebar,cd55176009df794f506771fd574de9303ff2a42e
erlang,https://github.com/erlware/relx,7eb43d4f1ba21f3fe0ee7dd37783fb05ce855fb3
erlang,https://github.com/basho/riak_core,e86aaa62c80a3774ff7c3f74e71e54fa50c93663
erlang,https://github.com/basho/riak_cs,79c0152d64d45e4c01c9e6bcd15da89a2336b54d
erlang,https://github.com/processone/tsung,8b869ff5e1a52c7eb9b7d584b8ee9518e0b271a3
erlang,https://github.com/jimenezrick/vimerl,536f7e265449b2609d217da4193f2e4060e6b728
erlang,https://github.com/basho/webmachine,14940e10abe425a9ca272958b38f905ac3ef30ad
erlang,https://github.com/klacke/yaws,9ec143595747edee4b500944adb7388632987917
go,https://github.com/astaxie/beego,a89f14d80dab442927bdc11d641aa1250ab8ad71
go,https://github.com/boltdb/bolt,b4e20916f62da6837bd349ea75d58c475e1f9fe1
go,https://github.com/astaxie/build-web-application-with-golang,17cb4259f6cdf5f881de52e2ed11ce4c51f72768
go,https://github.com/google/cadvisor,aa6f80814bc6fdb43a0ed12719658225420ffb7d
go,https://github.com/google/cayley,c5cea1f78b25b38f79bf1399c695bbdc3762f5f9
go,https://github.com/cockroachdb/cockroach,6c14f7557af082d6df21cfe4f61c9be6bcc0ae63
go,https://github.com/hashicorp/consul,f6ac3a430389ace7286e0f89869432a7cc1e9b79
go,https://github.com/dotcloud/docker,96a6e810de0bfabe6cc59588f237470810703656
go,https://github.com/ha/doozerd,8adec5411b39dbcc94c02b3669ee06379ec83ead
go,https://github.com/drone/drone,6e489f65a9147718f0b8ab30b633d083d65d0a43
go,https://github.com/coreos/etcd,099d8674c475a9e41fbe92d7417d25d1153810d1
go,https://github.com/flynn/flynn,befac6db41b1de88d9db23ab9dc1b230b4ffb1a6
go,https://github.com/golang/go,6736cb0df122fdcb0e23c9aba16ebf49ae47b12c
go,https://github.com/nsf/gocode,61468c30b06b9e069203f3ef02ca438aa6806253
go,https://github.com/dropbox/godropbox,3c8a9189a8748951b62c6a48c072448b2fd4cac7
go,https://github.com/gogits/gogs,b9f5def5dc177e683c6c2946498bd2eabb82d16a
go,https://github.com/buger/gor,a4c40cd8b4fd2872e5436ee5b5384d483ef70f6a
go,https://github.com/DisposaBoy/GoSublime,eac47136dbca59b6923c9932b21752aa406cd12d
go,https://github.com/mozilla-services/heka,445a8e7ff6c70a12e0cb13e995972789a6539dd7
go,https://github.com/spf13/hugo,6b34a4e4e8a18e1f78a5727e583638a6bb247f4f
go,https://github.com/influxdb/influxdb,d8e4655e0fe1661fc91fb6a48b9f8815b4b2b476
go,https://github.com/GoogleCloudPlatform/kubernetes,d5e680afbbff2e14ab5c65aeb8e503f289999b1a
go,https://github.com/limetext/lime-backend,1f446ac54d08be96b16bda78c4c5ed167f45a052
go,https://github.com/go-martini/martini,9987fc59f060a063247d22472c2fb48654bac5f6
go,https://github.com/inconshreveable/ngrok,0a63a0f4852bc957e3c20331363ea86a36276d87
go,https://github.com/bitly/nsq,5b96e7773f23900a6ae27f47ffc4929d18e82d60
go,https://github.com/mitchellh/packer,8c9d3de6e1b14c408528fa828077d7da9aed7442
go,https://github.com/peco/peco,fb8238770c548e244e7e37777f3177c53a400133
go,https://github.com/sosedoff/pgweb,4c1bb758ce2028285ba5713600a5716e76841506
go,https://github.com/robfig/revel,e8aac16df9e93b17d309595b4ff57405dc567fdf
go,https://github.com/coreos/rocket,621d40ac592488cb0d7f58c10e5d79fbd6d0505c
go,https://github.com/hashicorp/serf,9b2483ed874a2c946be2d165b8659d671bca8e6f
go,https://github.com/calmh/syncthing,9e210d705d9382540f3ddb90514bf70c4bd0b028
go,https://github.com/hashicorp/terraform,5e282683bfcd819fc3eacd94de424924d14701b5
go,https://github.com/andlabs/ui,e34c561ed5bedeb180437ec165882b98d70d38c1
go,https://github.com/tsenart/vegeta,f77d762ef19a1a2999b2137455481ed36b255e12
go,https://github.com/youtube/vitess,c5ab7053a7f2ca7a72aa62532df07d5de0f3c2ff
go,https://github.com/zettio/weave,9fa7b3956d400f4b4d29861ae913fa93badb5f69
go,https://github.com/burke/zeus,e954e91cc180ff52138b46fd56d3c8ca4b2ba2ae
haskell,https://github.com/AccelerateHS/accelerate,15aedff344232893c89e513c1caf4bcf699a2b86
haskell,https://github.com/bos/aeson,4667ef1029a373cf4510f7deca147c357c6d8947
haskell,https://github.com/haskell/cabal,c5b90c4d157f64156b6c8efde2aafb1ac86a851b
haskell,https://github.com/awgn/cgrep,cdedafcb6a2c909a95cf06dff29a30f1832bbef3
haskell,https://github.com/google/codeworld,1409f849505f57607519156196b5ecdc19f1c5b1
haskell,https://github.com/NICTA/course,b7f323f989a71fa1e3d70f9fdc4e822c8c846002
haskell,https://github.com/GaloisInc/cryptol,9f3d42344dbc20f201b3967668216311ac0c3690
haskell,https://github.com/haskell-distributed/distributed-process,deadc44f6dff9c4b58cce01986b9927e0e97141e
haskell,https://github.com/evancz/Elm,020604921911d5a8bcb599f82569258e64c38dfe
haskell,https://github.com/faylang/fay,8f7fdd5c2c75dd4e5780ecc695429271fa9ca00e
haskell,https://github.com/ghc/ghc,d1ab6fc9eddcee63ea594c1357d47d3dcebe2492
haskell,https://github.com/ghcjs/ghcjs,300b543685b734d8104e8fcd395099871aa85cf9
haskell,https://github.com/joeyh/git-annex,7bc85cb112ad7ec63724f6629d9cee7a7bac98d6
haskell,https://github.com/jgm/gitit,56ca1dab4a6f2656e3d057d4ace2a6e4a4ba0c15
haskell,https://github.com/jaspervdj/hakyll,c654a5103adff054187e85fc03d5998ae6a4d354
haskell,https://github.com/GaloisInc/HaLVM,eacc528a4ad64d8194b8f6fa515b23b715a6f856
haskell,https://github.com/Gabriel439/Haskell-Pipes-Library,79a43d9944b4db154a11867f2676080fe5071bc8
haskell,https://github.com/valderman/haste-compiler,d6b7a8790d16a43490f06904d51001bce3e84821
haskell,https://github.com/mikeizbicki/HLearn,56e0dfedbabea6d4bdeb91bb47b46a578559a092
haskell,https://github.com/ndmitchell/hlint,8b18d6b16bda6ed7d3f5a7a49915183553c34018
haskell,https://github.com/vincenthz/hs-tls,784dd990296cf690da1b8b1b1bb8a3e06a0e3a00
haskell,https://github.com/mattgreen/hython,406b582fcaabb8d2bfc34bddd031a7aa6548e1e7
haskell,https://github.com/idris-lang/Idris-dev,7b30b6d0bc37783c981a79197084df2a58894d1c
haskell,https://github.com/gibiansky/IHaskell,a8e09f58c843e65e8db89165dcc87b912fab970e
haskell,https://github.com/colah/ImplicitCAD,c03ee3e370aec3af6afbde07f6144495afb1b7cf
haskell,https://github.com/Peaker/lamdu,e95ab7bd38a294834b49e8a6696cb5b7edb51d08
haskell,https://github.com/leksah/leksah,743c7387b0256c44733e688dc3bf387ce5327252
haskell,https://github.com/ekmett/lens,a69061967c9999312d6f2975c22db6dc5cad6e5e
haskell,https://github.com/jgm/pandoc,d5efa9b35c2e2246d472b5d08367dc58d85ab3f8
